-0.15646604036433542,0.06135923151542564,[-98.0906067],0.00576472282409668
-0.1257864246066226,0.0674951546669682,[-102.7373781],0.011666536331176758
-0.09817477042468103,0.07363107781851078,[-107.19712527],0.017537832260131836
-0.07363107781851078,0.07669903939428205,[-106.63753531],0.023398637771606445
-0.05215534678811179,0.07976700097005333,[-106.14051034],0.029431581497192383
-0.03067961575771282,0.07976700097005333,[-100.83644586],0.03527426719665527
-0.009203884727313847,0.08283496254582462,[-100.63832354],0.041188955307006836
0.006135923151542565,0.08283496254582462,[-95.66879856],0.046982526779174805
0.021475731030398973,0.07976700097005333,[-86.10601086],0.052904367446899414
0.03681553890925539,0.07976700097005333,[-81.8525098],0.05882072448730469
0.04908738521234052,0.07976700097005333,[-77.83641135],0.06476068496704102
0.06442719309119693,0.07976700097005333,[-73.99496295],0.07066941261291504
0.07976700097005333,0.07669903939428205,[-65.5052017],0.07752609252929688
0.09817477042468103,0.07976700097005333,[-67.08774739],0.08341836929321289
0.11044661672776616,0.07976700097005333,[-63.8110498],0.08743047714233398
0.11658253987930872,0.07976700097005333,[-60.74825443],0.08999419212341309
0.12271846303085128,0.07976700097005333,[-57.83681152],0.09242486953735352
0.12885438618239387,0.07976700097005333,[-55.06933507],0.0948483943939209
0.1349903093339364,0.07976700097005333,[-52.43879952],0.09728074073791504
0.14112623248547898,0.07976700097005333,[-49.93852215],0.09993267059326172
0.14726215563702155,0.07976700097005333,[-47.56214636],0.10236978530883789
0.1533980787885641,0.08283496254582462,[-50.1441214],0.10483455657958984
0.15646604036433542,0.08283496254582462,[-47.78919327],0.10729598999023438
0.16260196351587794,0.08283496254582462,[-45.52501801],0.10983109474182129
0.16566992509164924,0.08283496254582462,[-43.39833419],0.1122429370880127
0.17180584824319178,0.08283496254582462,[-41.35126492],0.11473679542541504
0.17487380981896308,0.08283496254582462,[-41.35126492],0.11711001396179199
0.18100973297050565,0.08283496254582462,[-41.35126492],0.11959075927734375
0.18407769454627693,0.08283496254582462,[-41.35126492],0.12196040153503418
0.18714565612204823,0.08283496254582462,[-41.35126492],0.12439846992492676
0.1902136176978195,0.07976700097005333,[-41.35126492],0.12678027153015137
0.1932815792735908,0.07976700097005333,[-41.35126492],0.12925505638122559
0.19634954084936207,0.07976700097005333,[-41.35126492],0.13153648376464844
0.19941750242513331,0.07976700097005333,[-41.35126492],0.13396477699279785
0.2024854640009046,0.07976700097005333,[-41.35126492],0.13634324073791504
0.2055534255766759,0.07669903939428205,[-41.35126492],0.13883495330810547
0.20862138715244716,0.07669903939428205,[-41.35126492],0.14122724533081055
0.20862138715244716,0.07669903939428205,[-41.35126492],0.14363408088684082
0.21168934872821848,0.07363107781851078,[-41.35126492],0.14600467681884766
0.21475731030398976,0.07363107781851078,[-41.35126492],0.1484837532043457
0.21782527187976103,0.07363107781851078,[-41.35126492],0.15085363388061523
0.22089323345553233,0.07056311624273949,[-41.35126492],0.15329217910766602
0.22089323345553233,0.07056311624273949,[-41.35126492],0.15559124946594238
0.22396119503130357,0.0674951546669682,[-41.35126492],0.1580486297607422
0.2270291566070749,0.0674951546669682,[-41.35126492],0.16042685508728027
0.23009711818284617,0.0674951546669682,[-41.35126492],0.16283297538757324
0.23316507975861744,0.06442719309119693,[-41.35126492],0.16524696350097656
0.23623304133438872,0.06442719309119693,[-41.35126492],0.167633056640625
0.23930100291016004,0.06442719309119693,[-41.35126492],0.17015933990478516
0.23930100291016004,0.06135923151542564,[-41.35126492],0.17261385917663574
0.24236896448593132,0.06135923151542564,[-41.35126492],0.17499518394470215
0.24543692606170256,0.05829126993965436,[-41.35126492],0.17745637893676758
0.24850488763747386,0.05829126993965436,[-41.35126492],0.1798398494720459
0.2515728492132452,0.05829126993965436,[-41.35126492],0.18228769302368164
0.2515728492132452,0.05522330836388308,[-41.35126492],0.18463683128356934
0.2546408107890164,0.05522330836388308,[-41.35126492],0.18706011772155762
0.25770877236478773,0.05215534678811179,[-41.35126492],0.1894834041595459
0.25770877236478773,0.05215534678811179,[-41.35126492],0.19192957878112793
0.260776733940559,0.05215534678811179,[-41.35126492],0.19429850578308105
0.260776733940559,0.04908738521234052,[-41.35126492],0.19669198989868164
0.2638446955163303,0.04908738521234052,[-41.35126492],0.199082612991333
0.2638446955163303,0.04601942363656923,[-41.35126492],0.20144987106323242
0.26691265709210155,0.04601942363656923,[-41.35126492],0.20398616790771484
0.26691265709210155,0.042951462060797946,[-41.35126492],0.20669198036193848
0.26691265709210155,0.042951462060797946,[-41.35126492],0.209014892578125
0.2699806186678728,0.042951462060797946,[-41.35126492],0.21135258674621582
0.2699806186678728,0.03988350048502667,[-41.35126492],0.2137606143951416
0.2699806186678728,0.03988350048502667,[-41.35126492],0.21611404418945312
0.2699806186678728,0.03681553890925539,[-41.35126492],0.2184925079345703
0.2730485802436441,0.03681553890925539,[-41.35126492],0.2209184169769287
0.2730485802436441,0.0337475773334841,[-41.35126492],0.22327303886413574
0.2730485802436441,0.0337475773334841,[-41.35126492],0.22566580772399902
0.2730485802436441,0.0337475773334841,[-41.35126492],0.2280428409576416
0.2730485802436441,0.03067961575771282,[-41.35126492],0.23036670684814453
0.2730485802436441,0.03067961575771282,[-41.35126492],0.23274683952331543
0.2730485802436441,0.02761165418194154,[-41.35126492],0.23514699935913086
0.2730485802436441,0.02761165418194154,[-41.35126492],0.23749089241027832
0.2730485802436441,0.02761165418194154,[-41.35126492],0.23985815048217773
0.2730485802436441,0.02454369260617026,[-41.35126492],0.24222779273986816
