Alpha,Theta,Response,Time
1.0,1.0,1.0,1.0
341.3333333333333,0.0,100.0,0.0008342266082763672
341.3333333333333,0.0,100.0,0.0017213821411132812
341.3333333333333,0.0,100.0,0.0024280548095703125
341.3333333333333,0.0,100.0,0.003029346466064453
341.3333333333333,0.0,100.0,0.0036492347717285156
341.3333333333333,0.0,100.0,0.00423884391784668
341.3333333333333,0.0,100.0,0.004843950271606445
341.3333333333333,0.0,100.0,0.005471229553222656
341.3333333333333,0.0,100.0,0.006074666976928711
341.3333333333333,0.0,100.0,0.006710052490234375
341.3333333333333,0.0,100.0,0.0072879791259765625
341.3333333333333,0.0,100.0,0.007855653762817383
341.3333333333333,0.0,100.0,0.008445501327514648
341.3333333333333,0.0,100.0,0.009084224700927734
341.3333333333333,0.0,100.0,0.009650945663452148
341.3333333333333,0.0,100.0,0.010225534439086914
341.3333333333333,0.0,100.0,0.010801076889038086
341.3333333333333,0.0,100.0,0.011390209197998047
341.3333333333333,0.0,100.0,0.01195526123046875
341.3333333333333,0.0,100.0,0.012518882751464844
341.3333333333333,0.0,100.0,0.01308751106262207
341.3333333333333,0.0,100.0,0.013696432113647461
341.3333333333333,0.0,100.0,0.014264822006225586
341.3333333333333,0.0,100.0,0.014827251434326172
341.3333333333333,0.0,100.0,0.015403270721435547
341.3333333333333,0.0,100.0,0.015974044799804688
341.3333333333333,0.0,100.0,0.016542673110961914
341.3333333333333,0.0,100.0,0.0171048641204834
341.3333333333333,0.0,100.0,0.017672061920166016
341.3333333333333,0.0,100.0,0.018234968185424805
341.3333333333333,0.0,100.0,0.01894855499267578
341.3333333333333,0.0,100.0,0.01952338218688965
341.3333333333333,0.0,100.0,0.020088911056518555
341.3333333333333,0.0,100.0,0.02065873146057129
341.3333333333333,0.0,100.0,0.02122783660888672
341.3333333333333,0.0,100.0,0.02179694175720215
341.3333333333333,0.0,100.0,0.022370576858520508
341.3333333333333,0.0,100.0,0.022937536239624023
341.3333333333333,0.0,100.0,0.02352166175842285
341.3333333333333,0.0,100.0,0.024088144302368164
341.3333333333333,0.0,100.0,0.02464747428894043
341.3333333333333,0.0,100.0,0.02521347999572754
341.3333333333333,0.0,100.0,0.02578139305114746
341.3333333333333,0.0,100.0,0.026341676712036133
341.3333333333333,0.0,100.0,0.026908397674560547
341.3333333333333,0.0,100.0,0.02746868133544922
341.3333333333333,0.0,100.0,0.028034448623657227
341.3333333333333,0.0,100.0,0.028655290603637695
341.3333333333333,0.0,100.0,0.029235363006591797
341.3333333333333,0.0,100.0,0.0298006534576416
341.3333333333333,0.0,100.0,0.030370235443115234
341.3333333333333,0.0,100.0,0.03093552589416504
341.3333333333333,0.0,100.0,0.03149914741516113
341.3333333333333,0.0,100.0,0.03212332725524902
341.3333333333333,0.0,100.0,0.0326995849609375
341.3333333333333,0.0,100.0,0.03330206871032715
341.3333333333333,0.0,100.0,0.03386831283569336
341.3333333333333,0.0,100.0,0.03443264961242676
341.3333333333333,0.0,100.0,0.034998416900634766
341.3333333333333,0.0,100.0,0.035561561584472656
341.3333333333333,0.0,100.0,0.036125898361206055
341.3333333333333,0.0,100.0,0.03669095039367676
341.3333333333333,0.0,100.0,0.037256479263305664
341.3333333333333,0.0,100.0,0.03782510757446289
341.3333333333333,0.0,100.0,0.0384373664855957
341.3333333333333,0.0,100.0,0.03901386260986328
341.3333333333333,0.0,100.0,0.03958582878112793
341.3333333333333,0.0,100.0,0.04015040397644043
341.3333333333333,0.0,100.0,0.04071974754333496
341.3333333333333,0.0,100.0,0.041283607482910156
341.3333333333333,0.0,100.0,0.04184532165527344
341.3333333333333,0.0,100.0,0.04240894317626953
341.3333333333333,0.0,100.0,0.04297327995300293
341.3333333333333,0.0,100.0,0.04353690147399902
341.3333333333333,0.0,100.0,0.044106245040893555
341.3333333333333,0.0,100.0,0.04467654228210449
341.3333333333333,0.0,100.0,0.04524040222167969
341.3333333333333,0.0,100.0,0.04580974578857422
341.3333333333333,0.0,100.0,0.046370744705200195
341.3333333333333,0.0,100.0,0.04693341255187988
341.3333333333333,0.0,100.0,0.04749703407287598
341.3333333333333,0.0,100.0,0.04805922508239746
341.3333333333333,0.0,100.0,0.048659324645996094
341.3333333333333,0.0,100.0,0.04924345016479492
341.3333333333333,0.0,100.0,0.04982161521911621
341.3333333333333,0.0,100.0,0.050397396087646484
341.3333333333333,0.0,100.0,0.05097460746765137
341.3333333333333,0.0,100.0,0.05154848098754883
341.3333333333333,0.0,100.0,0.05212569236755371
341.3333333333333,0.0,100.0,0.05270075798034668
341.3333333333333,0.0,100.0,0.05327486991882324
341.3333333333333,0.0,100.0,0.053850650787353516
341.3333333333333,0.0,100.0,0.054424285888671875
341.3333333333333,0.0,100.0,0.054999589920043945
341.3333333333333,0.0,100.0,0.05557394027709961
341.3333333333333,0.0,100.0,0.056150197982788086
341.3333333333333,0.0,100.0,0.05672574043273926
341.3333333333333,0.0,100.0,0.05730032920837402
341.3333333333333,0.0,100.0,0.05787348747253418
341.3333333333333,0.0,100.0,0.05845069885253906
341.3333333333333,0.0,100.0,0.05902290344238281
341.3333333333333,0.0,100.0,0.059587717056274414
341.3333333333333,0.0,100.0,0.06015276908874512
341.3333333333333,0.0,100.0,0.06071758270263672
341.3333333333333,0.0,100.0,0.061280012130737305
341.3333333333333,0.0,100.0,0.06184124946594238
341.3333333333333,0.0,100.0,0.062419891357421875
341.3333333333333,0.0,100.0,0.06298828125
341.3333333333333,0.0,100.0,0.06354880332946777
341.3333333333333,0.0,100.0,0.06411004066467285
341.3333333333333,0.0,100.0,0.06467914581298828
341.3333333333333,0.0,100.0,0.06524062156677246
341.3333333333333,0.0,100.0,0.0658113956451416
341.3333333333333,0.0,100.0,0.06637430191040039
341.3333333333333,0.0,100.0,0.06694221496582031
341.3333333333333,0.0,100.0,0.06753754615783691
341.3333333333333,0.0,100.0,0.06810283660888672
341.3333333333333,0.0,100.0,0.06868362426757812
341.3333333333333,0.0,100.0,0.0692603588104248
341.3333333333333,0.0,100.0,0.06983661651611328
341.3333333333333,0.0,100.0,0.07041406631469727
341.3333333333333,0.0,100.0,0.07099127769470215
341.3333333333333,0.0,100.0,0.07156515121459961
341.3333333333333,0.0,100.0,0.07230043411254883
341.3333333333333,0.0,100.0,0.07297849655151367
341.3333333333333,0.0,100.0,0.0735936164855957
341.3333333333333,0.0,100.0,0.07441997528076172
341.3333333333333,0.0,100.0,0.07504057884216309
341.3333333333333,0.0,100.0,0.07562589645385742
341.3333333333333,0.0,100.0,0.07620787620544434
341.3333333333333,0.0,100.0,0.07678556442260742
341.3333333333333,0.0,100.0,0.07736992835998535
341.3333333333333,0.0,100.0,0.07794666290283203
341.3333333333333,0.0,100.0,0.07852959632873535
341.3333333333333,0.0,100.0,0.07911300659179688
341.3333333333333,0.0,100.0,0.07968854904174805
341.3333333333333,0.0,100.0,0.08037471771240234
341.3333333333333,0.0,100.0,0.0811307430267334
341.3333333333333,0.0,100.0,0.08183431625366211
341.3333333333333,0.0,100.0,0.08248615264892578
341.3333333333333,0.0,100.0,0.08319997787475586
341.3333333333333,0.0,100.0,0.0838310718536377
341.3333333333333,0.0,100.0,0.08441901206970215
341.3333333333333,0.0,100.0,0.08499789237976074
341.3333333333333,0.0,100.0,0.08557581901550293
341.3333333333333,0.0,100.0,0.0861504077911377
341.3333333333333,0.0,100.0,0.08672904968261719
341.3333333333333,0.0,100.0,0.08737897872924805
341.3333333333333,0.0,100.0,0.08809804916381836
341.3333333333333,0.0,100.0,0.08872246742248535
341.3333333333333,0.0,100.0,0.0893096923828125
341.3333333333333,0.0,100.0,0.08989214897155762
341.3333333333333,0.0,100.0,0.0904703140258789
341.3333333333333,0.0,100.0,0.0910499095916748
341.3333333333333,0.0,100.0,0.0916285514831543
341.3333333333333,0.0,100.0,0.09222888946533203
341.3333333333333,0.0,100.0,0.0928044319152832
341.3333333333333,0.0,100.0,0.09337997436523438
341.3333333333333,0.0,100.0,0.09395837783813477
341.3333333333333,0.0,100.0,0.09453225135803223
341.3333333333333,0.0,100.0,0.0951082706451416
341.3333333333333,0.0,100.0,0.09568309783935547
341.3333333333333,0.0,100.0,0.09625911712646484
341.3333333333333,0.0,100.0,0.09684991836547852
341.3333333333333,0.0,100.0,0.0974433422088623
341.3333333333333,0.0,100.0,0.0980844497680664
341.3333333333333,0.0,100.0,0.09873557090759277
341.3333333333333,0.0,100.0,0.09933209419250488
341.3333333333333,0.0,100.0,0.09992527961730957
341.3333333333333,0.0,100.0,0.10051298141479492
341.3333333333333,0.0,100.0,0.10110354423522949
341.3333333333333,0.0,100.0,0.10169291496276855
341.3333333333333,0.0,100.0,0.1022806167602539
341.3333333333333,0.0,100.0,0.10286712646484375
341.3333333333333,0.0,100.0,0.10345458984375
341.3333333333333,0.0,100.0,0.10404229164123535
341.3333333333333,0.0,100.0,0.10463094711303711
341.3333333333333,0.0,100.0,0.10521626472473145
341.3333333333333,0.0,100.0,0.1058034896850586
341.3333333333333,0.0,100.0,0.10642004013061523
341.3333333333333,0.0,100.0,0.10700464248657227
341.3333333333333,0.0,100.0,0.10759091377258301
341.3333333333333,0.0,100.0,0.10817742347717285
341.3333333333333,0.0,100.0,0.10876774787902832
341.3333333333333,0.0,100.0,0.10935592651367188
341.3333333333333,0.0,100.0,0.10994124412536621
341.3333333333333,0.0,100.0,0.11052703857421875
341.3333333333333,0.0,100.0,0.11110997200012207
341.3333333333333,0.0,100.0,0.11169219017028809
341.3333333333333,0.0,100.0,0.11227726936340332
341.3333333333333,0.0,100.0,0.11286735534667969
341.3333333333333,0.0,100.0,0.11345052719116211
341.3333333333333,0.0,100.0,0.11403656005859375
341.3333333333333,0.0,100.0,0.1146237850189209
341.3333333333333,0.0,100.0,0.11521148681640625
341.3333333333333,0.0,100.0,0.1157984733581543
341.3333333333333,0.0,100.0,0.11638426780700684
341.3333333333333,0.0,100.0,0.11696887016296387
341.3333333333333,0.0,100.0,0.11755228042602539
341.3333333333333,0.0,100.0,0.11813831329345703
341.3333333333333,0.0,100.0,0.11873269081115723
341.3333333333333,0.0,100.0,0.11931228637695312
341.3333333333333,0.0,100.0,0.11988115310668945
341.3333333333333,0.0,100.0,0.12045693397521973
341.3333333333333,0.0,100.0,0.12102413177490234
341.3333333333333,0.0,100.0,0.1216280460357666
341.3333333333333,0.0,100.0,0.12219572067260742
341.3333333333333,0.0,100.0,0.12277078628540039
341.3333333333333,0.0,100.0,0.12334871292114258
341.3333333333333,0.0,100.0,0.1239163875579834
341.3333333333333,0.0,100.0,0.12449026107788086
341.3333333333333,0.0,100.0,0.12505602836608887
341.3333333333333,0.0,100.0,0.12565159797668457
341.3333333333333,0.0,100.0,0.12628793716430664
341.3333333333333,0.0,100.0,0.12686681747436523
341.3333333333333,0.0,100.0,0.12743330001831055
341.3333333333333,0.0,100.0,0.12800955772399902
341.3333333333333,0.0,100.0,0.12861847877502441
341.3333333333333,0.0,100.0,0.1292123794555664
341.3333333333333,0.0,100.0,0.12980008125305176
341.3333333333333,0.0,100.0,0.1303868293762207
341.3333333333333,0.0,100.0,0.13097143173217773
341.3333333333333,0.0,100.0,0.13155889511108398
341.3333333333333,0.0,100.0,0.1321425437927246
341.3333333333333,0.0,100.0,0.13272762298583984
341.3333333333333,0.0,100.0,0.13331222534179688
341.3333333333333,0.0,100.0,0.1338975429534912
341.3333333333333,0.0,100.0,0.13448143005371094
341.3333333333333,0.0,100.0,0.13506555557250977
341.3333333333333,0.0,100.0,0.1356489658355713
341.3333333333333,0.0,100.0,0.13623452186584473
341.3333333333333,0.0,100.0,0.13681888580322266
341.3333333333333,0.0,100.0,0.13740205764770508
341.3333333333333,0.0,100.0,0.1379871368408203
341.3333333333333,0.0,100.0,0.13859152793884277
341.3333333333333,0.0,100.0,0.13917851448059082
341.3333333333333,0.0,100.0,0.13976454734802246
341.3333333333333,0.0,100.0,0.1403493881225586
341.3333333333333,0.0,100.0,0.1409749984741211
341.3333333333333,0.0,100.0,0.14156079292297363
341.3333333333333,0.0,100.0,0.14214873313903809
341.3333333333333,0.0,100.0,0.14273428916931152
341.3333333333333,0.0,100.0,0.14332008361816406
341.3333333333333,0.0,100.0,0.1439042091369629
341.3333333333333,0.0,100.0,0.14448833465576172
341.3333333333333,0.0,100.0,0.14507246017456055
341.3333333333333,0.0,100.0,0.14565706253051758
341.3333333333333,0.0,100.0,0.1462399959564209
341.3333333333333,0.0,100.0,0.14682626724243164
341.3333333333333,0.0,100.0,0.14741134643554688
341.3333333333333,0.0,100.0,0.1479942798614502
341.3333333333333,0.0,100.0,0.14859580993652344
341.3333333333333,0.0,100.0,0.14916539192199707
341.3333333333333,0.0,100.0,0.14974403381347656
341.3333333333333,0.0,100.0,0.15032076835632324
341.3333333333333,0.0,100.0,0.1508948802947998
341.3333333333333,0.0,100.0,0.15146112442016602
341.3333333333333,0.0,100.0,0.15202593803405762
341.3333333333333,0.0,100.0,0.15259337425231934
341.3333333333333,0.0,100.0,0.15315914154052734
341.3333333333333,0.0,100.0,0.15373587608337402
341.3333333333333,0.0,100.0,0.15430188179016113
341.3333333333333,0.0,100.0,0.15488100051879883
341.3333333333333,0.0,100.0,0.15544605255126953
341.3333333333333,0.0,100.0,0.1560218334197998
341.3333333333333,0.0,100.0,0.15658879280090332
341.3333333333333,0.0,100.0,0.15715742111206055
341.3333333333333,0.0,100.0,0.15772366523742676
341.3333333333333,0.0,100.0,0.15829062461853027
341.3333333333333,0.0,100.0,0.1589052677154541
341.3333333333333,0.0,100.0,0.15949511528015137
341.3333333333333,0.0,100.0,0.160081148147583
341.3333333333333,0.0,100.0,0.16066694259643555
341.3333333333333,0.0,100.0,0.16125035285949707
341.3333333333333,0.0,100.0,0.1618363857269287
341.3333333333333,0.0,100.0,0.16241860389709473
341.3333333333333,0.0,100.0,0.16300153732299805
341.3333333333333,0.0,100.0,0.16358661651611328
341.3333333333333,0.0,100.0,0.16417407989501953
341.3333333333333,0.0,100.0,0.16475892066955566
341.3333333333333,0.0,100.0,0.16537141799926758
341.3333333333333,0.0,100.0,0.1659548282623291
341.3333333333333,0.0,100.0,0.16654157638549805
341.3333333333333,0.0,100.0,0.16712617874145508
341.3333333333333,0.0,100.0,0.16771149635314941
341.3333333333333,0.0,100.0,0.16831207275390625
341.3333333333333,0.0,100.0,0.1688995361328125
341.3333333333333,0.0,100.0,0.1694800853729248
341.3333333333333,0.0,100.0,0.17008590698242188
